Reference_type,access_date,alternate_title,assessment_id,author,date,edition,externalBibCode,internal_taxon_id,internal_taxon_name,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,"",200188858,"Lizana, M. and Marco, A.","","",,88316072,Bufo bufo,"","","","",1-2,"","","",FrogLog,"","",Published,Ultraviolet (UV) radiation and the decline of amphibian populations in Central Spain,journal article,"",44,2001
Assessment,,"",200188858,"Lizana, M. and Pedraza, E.M.","","",,88316072,Bufo bufo,"","","","",703-707,"","","",Conservation Biology,"","",Published,The effects of UV-B radiation on toad mortality in mountainous areas of Central Spain,journal article,"",12,1998
Assessment,,,200188858,"Botnariuc, N. and Tatole, V. eds.",,,,88316072,Bufo bufo,,,,,,,,,,,,,Cartea Rosie a vertebratelor din România. Museul National de Istorie Naturala “Grigore antipa”,Book,,,2005
Assessment,,"",200188858,"Özeti, N. and Yilmaz, I.","","",,88316072,Bufo bufo,"","","","",221,"","","",Ege Üniversitesi Fen Fakültesi Kitaplar Serisi,"","",Published,Türkiye amphibileri,journal article,"",151,1994
Assessment,,"",200188858,"Gasc, J.P., Cabela, A., Crnobrnja-Isailovic, J., Dolmen, D., Grossenbacher, K., Haffner, P., Lescure, J., Martens, H., Martinez Rica, J.P., Maurin, R., Oliveira, M.E., Sofianidou, T.S., Veith, M. and Zuiderwijk, A.","","",,88316072,Bufo bufo,"",Europe herpetology frog newt lizard snake salamander,"","",494,Paris,Societas Europea Herpetologica & Museum National d'Histoire Naturelle,"Gasc, J.-P. et al.","","","",Published,Atlas of Amphibians and Reptiles in Europe,book,"","",1997
Assessment,,"",200188858,"Yilmaz, İ. and Kumlutas, Y","","",,88316072,Bufo bufo,"","","","",277-284,"","","",Turkish Journal of Zoology,"","",Published,Turkiyede yaşayan <i>Bufo bufo</i> (Linnaeus) 1758 nun Dağilişi ve Taksonomik Durumu Hakkinda Bir İnceleme,journal article,"",19,1995
Assessment,,"",200188858,"Recuero, E., Canestrelli, D., Vörös, J., Szabó, K., Poyarkov, N.A., Arntzen, J.W., Crnobrnja-Isailović, J., Kidov, A.A., Coga ̆lniceanu, D., Caputo, F.P., Nascetti, F. and Martínez-Solano, I.","","",,88316072,Bufo bufo,"","",1,"",71-86,"","","",Molecular Phylogenetics and Evolution,"","",Published,"Multilocus species tree analyses resolve the radiation of the widespread <i>Bufo bufo</i> species group (Anura, Bufonidae)",journal article,"",62,2012
Assessment,,,200188858,"Chobot, K. and Něměc, M.",,,,88316072,Bufo bufo,,,,,,,Nature Conservation Agency of the Czech Republic,,,,,Published,Příroda: Červený seznam ohrožených druhů České republiky,book,,,2017
Assessment,,"",200188858,"Stanković, D., Lužnik, M. and Poboljšaj, K","","",,88316072,Bufo bufo,"","","","",32-44,Exeter,Pelagic Publishing,A. Heatwole and J.W. Wilkinson,Amphibian Biology Vol 11. Part 4. Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey,"","",Published,Conservation and declines of amphibians in Slovenia,book section,"",11,2015
Assessment,,"",200188858,"Schmidt, B.R. and Zumbach, S","","",,88316072,Bufo bufo,"","","","",50,Bern,BUWAL-Reihe: Vollzug Umwelt,"","","","",Published,"Rote Liste der gefährdeten Amphibien der Schweiz. Hrsg. Bundesamt für Umwelt, Wald und Landschaft, Bern, und Koordinationsstelle für Amphibien- und Reptilienschutz in der Schweiz",report,"","",2005
Assessment,,"",200188858,"Hemelaar, A","","",,88316072,Bufo bufo,"","",4,"",369,"","","",Journal of Herpetology,"","",Published,"Age, Growth and Other Population Characteristics of <i>Bufo bufo</i> from Different Latitudes and Altitudes",journal article,"",22,1988
Assessment,,"",200188858,"Crnobrnja-Isailović, J., Jovanović, B., Ilić, M., Ćorović, J., Čubrić, T., Stojadinović, D. and Ćosić, N","","",,88316072,Bufo bufo,"","","","",610325,"","","",Frontiers in Ecology and Evolution,"","",Published,Small Hydropower Plants' Proliferation Would Negatively Affect Local Herpetofauna,journal article,"",9,2021
Assessment,,"",200188858,"Petrovan, S.O. and Schmidt, B.R","","",,88316072,Bufo bufo,"","",10,"",e0161943,"","","",PLoS ONE,"","",Published,"Volunteer Conservation Action Data Reveals Large-Scale and Long-Term Negative Population Trends of a Widespread Amphibian, the Common Toad (<i>Bufo bufo</i>)",journal article,"",11,2016
Assessment,,"",200188858,"Jovanović, B., Kessler, E.J., Ilić, M., Ćorović, J., Tomašević-Kolarov, N., Phillips, C.A. and Crnobrnja-Isailović, J","","",,88316072,Bufo bufo,"","","","",44-50,"","","",Turkish Journal of Zoology,"","",Published,Possible implications of weather variation on reproductive phenology of European common toad in southeastern Europe,journal article,"",44,2020
Assessment,,,200188858,Anonymous,20.11.2013,,,88316072,Bufo bufo,,,,,,,Approved by Ministerial Order No. 1280,,,,,Published,Red List of Wild Flora and Fauna of Albania,report,,,2013
Assessment,,"",200188858,"Baran, İ., Avcı, A., Kumlutaş, Y., Olgun, K. and Ilgaz, Ç","","",,88316072,Bufo bufo,"","","","",223,Ankara,Palme Yayınları,"","","","",Published,Türkiye Amfibi ve Sürüngenleri [The Amphibian and Reptiles of Turkey],book,"",2028,2021
Assessment,,"",200188858,Anonymous,"","",,88316072,Bufo bufo,No. 82/02 and 42/10,"","","","","","","",Official Gazette of the Republic of Slovenia,"","",Published,"Rules on the inclusion of endangered plant and animal species in the Red List, Annex 6: Red list of Amphibians (Amphibia)",report,"","",2010
Assessment,,"",200188858,"Gollmann, G","","",,88316072,Bufo bufo,"","","","",37–60,Wien,Böhlau Verlag,K.P. Zulka,"Rote Listen gefährdeter Tiere Österreichs. Checklisten, Gefährdungsanalysen, Handlungsbedarf. Teil 2: Kriechtiere, Lurche, Fische, Nachtfalter, Weichtiere. (Grüne Reihe des Lebensministeriums 14/2)","","",Published,Rote Liste der in Österreich gefährdeten Lurche (Amphibia) und Kriechtiere (Reptilia),book section,"","",2007
Assessment,,"",200188858,"Kostanjšek, R., Turk, M., Vek, M., Gutiérrez-Aguirre, I. and Gunde-Cimerman, N","","",,88316072,Bufo bufo,"","",1,"",162-166,"","","",Salamandra,"","",Published,"First screening for <i>Batrachochytrium dendrobatidis</i>, <i>B. salamandrivorans</i> and <i>Ranavirus</i> infections in wild and captive amphibians in Slovenia",journal article,"",57,2021
Assessment,,,200188858,"Vörös, J., Herczeg, D., Papp, T., Monsalve-Carcaño, C. and Bosch, J. ",,,,88316072,Bufo bufo,,,,,213-217,,,,Herpetology Notes ,,,Published,First detection of Ranavirus infection in amphibians in Hungary.,journal article,,13,2020
Assessment,,"",200188858,"Foster, J., Driver, D., Ward, R. and Wilkinson, J","","",,88316072,Bufo bufo,"","","","","",Bournemouth,Amphibian and Reptile Conservation (ARC),"",Report to Natural England,"","",Published,IUCN Red List assessment of amphibians and reptiles at Great Britain and country scale,report,"","",2021
Assessment,,"",200188858,"Garcia-Porta, J., Litvinchuk, S.N., Crochet, P.A., Romano, A., Geniez, P., Lo-Valvo, M., Lymberakis, P. and Carranza, S","","",,88316072,Bufo bufo,"","","","",113-130,"","","",Molecular Phylogenetics and Evolution,"","",Published,Molecular phylogenetics and historical biogeography of the west-palearctic common toads (<i>Bufo bufo</i> species complex),journal article,"",63,2012
Assessment,,"",200188858,"Harmos, K. and Magos, G","","",,88316072,Bufo bufo, ISBN 978-615-5980-11-4,"","","","","","Bombina, Bükki Nemzeti Park Igazgatóság, Ege","","","","",Published,Kétéltűek és hüllők védelme a Mátrában [Conservation of amphibians and reptiles in the Mátra Mountains],book,"","",2021
Assessment,,"",200188858,"Jovanović, B","","",,88316072,Bufo bufo,"","","","",128,Belgrade,University of Belgrade,"",Faculty of Biology,"","",Published,Influence of environmental parameters on the common toad (<i>Bufo bufo</i>) population structure,thesis,"","",2021
Assessment,,"",200188858,"Rondinini, C., Battistoni, A. and Teofili, C. (compilatori)","","",,88316072,Bufo bufo,"","","","","",Roma,Comitato Italiano IUCN e Ministero dell'Ambiente e della Sicurezza Energetica,"","","","",Published,Lista Rossa IUCN dei vertebrati italiani 2022,book,"","",2022
Assessment,,"",200188858,"Moor, H., Bergamini, A., Vorburger, C., Holderegger, R., Bühler, C., Egger, S. and Schmidt, B.R","","",,88316072,Bufo bufo,"","","","",e2123070119,"","","",Proceedings of the National Academy of Sciences of the USA,"","",Published,Bending the curve: Simple but massive conservation action leads to landscape-scale recovery of amphibians,journal article,"",119,2022
Assessment,,,200188858,"Schmidt, B.R., Brenneisen, S. and Zumbach, S. ",,,,88316072,Bufo bufo,,,,,228-239,,,,Herpetologica ,,,Published,Evidence-based amphibian conservation: a case study of toad tunnels,journal article,,76,2020
Assessment,,"",200188858,IUCN,28 October 2024,"",,88316072,Bufo bufo,"","",28 October 2024,"","","","","","","","","",The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,"",2024
Assessment,,,200190036,"Frost, D.R.",,,,88316046,Bufo spinosus,,,,,,"New York, USA.",American Museum of Natural History,,,,,Published,Amphibian Species of the World: an Online Reference. Version 6.0 (14 January 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2015
Assessment,,"",200190036,"Arntzen, J.W., Recuero, E., Canestrelli, D. and Martínez-Solano, I","","",,88316046,Bufo spinosus,"","","","",1203-1208,"","","",Molecular Phylogenetics and Evolution,"","",Published,How complex is the <i>Bufo bufo</i> species group?,journal article,"",69,2013
Assessment,,"",200190036,"Arntzen, J.W., Wilkinson, J.W., Butôt, R. and Martínez-Solano, Í","","",,88316046,Bufo spinosus,"","",4,"",209-216,"","","",The Herpetological Journal,"","",Published,"A new vertebrate species native to the British Isles: <i>Bufo spinosus</i> Daudin, 1803 in Jersey",journal article,"",24,2014
Assessment,,"",200190036,"Ben Hassine, J. and Escoriza, D.A.","","",,88316046,Bufo spinosus,"","","","",22,"","","",Herpetological Bulletin,"","",Published,"<i>Bufo spinosus</i> in Tunisia: new data on occurrence, parasitism and tadpole morphology.",journal article,"",127,2014
Assessment,,,200190036,"Ben Hassine, J. and Nouira, S.",,,,88316046,Bufo spinosus,,,,,437-457,,,,Revue d’Écologie (Terre & Vie),,,Published,Répartition géographique et affinités écologiques des Amphibiens de Tunisie.,journal article,,67,2012
Assessment,,,200190036,Cistude Nature,,,,88316046,Bufo spinosus,,,,,,Bordeaux,Association Cistude Nature,,,,,Published,Guide des Amphibiens et Reptiles d’Aquitaine.,book,,,2010
Assessment,,,200190036,"Da Fonseca, L.C., Cristo, M., Machado, M., Sala, J., Reis, J., Alcazar, R. and Beja, P.",,,,88316046,Bufo spinosus,,,,,304-320,,,,Pan-American Journal of Aquatic Sciences,,,Published,Mediterranean temporary ponds in southern Portugal: Key faunal groups as management tools?,journal article,,3,2008
Assessment,,,200190036,"Gómez-Rodríguez, C., Díaz-Paniagua, C., Serrano, L., Florencio, M. and Portheault, A.",,,,88316046,Bufo spinosus,,,,,1179-1191,,,,Aquatic Ecology,,,Published,Mediterranean temporary ponds as amphibian breeding habitats: the importance of preserving pond networks.,journal article,,43,2009
Assessment,,"",200190036,"Recuero, E., Canestrelli, D., Vörös, J., Szabó, K., Poyarkov, N.A., Arntzen, J.W., Crnobrnja-Isailović, J., Kidov, A.A., Coga ̆lniceanu, D., Caputo, F.P., Nascetti, F. and Martínez-Solano, I.","","",,88316046,Bufo spinosus,"","",1,"",71-86,"","","",Molecular Phylogenetics and Evolution,"","",Published,"Multilocus species tree analyses resolve the radiation of the widespread <i>Bufo bufo</i> species group (Anura, Bufonidae)",journal article,"",62,2012
Assessment,,,200190036,"Wilkinson, J.W., Beebee, T.J.C. and Griffiths, R.A.",,,,88316046,Bufo spinosus,,,,,192-198,,,,Herpetological Journal,,,Published,Conservation genetics of an island toad: <i>Bufo bufo</i> in Jersey.,journal article,,17,2007
Assessment,,"",200190036,"Speybroeck, J., Beukema, W., Bok, B., Van Der Voort, J. and Velikov, I","","",,88316046,Bufo spinosus,"","","","","",London,Bloomsbury Natural History,"","","","",Published,Field Guide to the Amphibians & Reptiles of Britain and Europe,book,"","",2016
Assessment,,"",200190036,"Araújo, M.B., Guilhaumon, F., Rodrigues Neto, D., Pozo Ortego, I. and Gómez Calmaestra, R","","",,88316046,Bufo spinosus,"","","","","",Madrid,"Dirección General de Medio Natural y Política Forestal. Ministerio de Medio Ambiente, y Medio Rural y Marino","","","","",Published,"Impactos, vulnerabilidad y adaptación de la biodiversidad española  frente al cambio climático. 2. Fauna de vertebrados",report,"","",2011
Assessment,,"",200190036,"Díaz-Paniagua, C., Gómez-Rodríguez, C., Portheault, A. and deVries, W.","","",,88316046,Bufo spinosus,"","","","","",Madrid,Ministerio de Medio Ambiente,"","","","",Published,Los anfibios de Doñana. Organismo Autónomo de Parques Nacionales.,book,"","",2005
Assessment,,"",200190036,"Crochet, P. A., Chaline, O., Cheylan, M. and Guillaume, C.P","","",,88316046,Bufo spinosus,"","","","",297-304,"","","",Biological Conservation,"","",Published,No evidence of general decline in an amphibian community of Southern France,journal article,"",119,2004
Assessment,,,200190036,"Beukema, W., De Pous, P., Donaire-Barroso, D., Bogaerts, S., Garcia-Porta, J., Escoriza, D., Arribas, O.J., El Mouden, E.H. and Carranza, S.",,,,88316046,Bufo spinosus,,,1,,1-60,,,,Zootaxa,,,Published,"Review of the systematics, distribution, biogeography and natural history of Moroccan amphibians.",journal article,,3661,2013
Assessment,,,200190036,"Ben Hassine, J. and Escoriza, D.",,,,88316046,Bufo spinosus,,,,,6-18,,,,Herpetological Bulletin,,,Published,Amphibians of Algeria: New data on the occurrence and natural history.,journal article,,142,2017
Assessment,,"",200190036,"Escoriza, D. and Ben Hassine, J.","","",,88316046,Bufo spinosus,"","",1,"",e0170763,"","","",PLoS ONE,"","",Published,Diversity of guilds of amphibian larvae in north-western Africa,journal article,"",12,2017
Assessment,,,200190036,"Escoriza, D.",,,,88316046,Bufo spinosus,,,,,43-49,,,,Acta Oecologica,,,Published,Processes structuring amphibian assemblages along a subtropical arid gradient,journal article,,91,2018
Assessment,,,200190036,"El Hamoumi, R. Dakki, M. and Thévenot, M.",,,,88316046,Bufo spinosus,,,,,27-34,,,,"Bulletin de l’Institut Scientifique, Rabat, section Sciences de la Vie",,,Published,Etude écologique des larves d’anoures du Maroc,journal article,,29,2007
Assessment,,,200190036,"Chillasse, L. Dakki, M. and Thévenot, M.",,,,88316046,Bufo spinosus,,,,,44-54,,,,Alytes,,,Published,Régimes alimentaires de deux espèces de Bufonidae (<i>Bufo bufo spinosus</i> et <i>Bufo mauritanicus</i>) au lac Aguelmam Azegza (Maroc),journal article,,20,2002
Assessment,,"",200190036,"Hemelaar, A","","",,88316046,Bufo spinosus,"","",4,"",369,"","","",Journal of Herpetology,"","",Published,"Age, Growth and Other Population Characteristics of <i>Bufo bufo</i> from Different Latitudes and Altitudes",journal article,"",22,1988
Assessment,,,200190036,"Geniez, P. and Cheylan, M.",,,,88316046,Bufo spinosus,,,,,,,"Biotope Editions and Publications scientifiques du Muséum, Mèze and Paris",,,,,Published,Les amphibiens et les reptiles du Languedoc-Roussillon et régions limitrophes. Atlas biogéographique,book,,,2012
Assessment,,,200190036,"Caballero-Díaz, C., Sánchez-Montes, G., Butler, H.M., Vredenburg, V.T. and Martínez-Solano, I.   ",,,,88316046,Bufo spinosus,,,,,87-104,,,,Herpetological Conservation and Biology,,,Published,The role of artificial breeding sites in amphibian conservation: a case study in rural areas in central Spain.,journal article,,15 ,2020
Assessment,,,200190036,"Trujillo, T., Gutiérrez-Rodríguez, J., Arntzen, J.W. and Martínez-Solano, I. ",,,,88316046,Bufo spinosus,,,,,1-10,,,,Contributions to Zoology ,,,Published,Morphological and molecular data to describe a hybrid population of the Common toad (Bufo bufo) and the Spined toad (Bufo spinosus) in western France,journal article,,86,2017 
Assessment,,"",200190036,IUCN,28 October 2024,"",,88316046,Bufo spinosus,"","",28 October 2024,"","","","","","","","","",The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,"",2024
Assessment,,"",200191612,"Dufresnes, C., Mazepa, G., Jablonski, D., Oliveira, R.C., Wenseleers, T., Shabanov, D.A., Auer, M., Ernst, R., Koch, C., Ramirez-Chaves, H.E., Mulder, K.P., Simonovo, E.,  Tiutenko, A., Kryvokhyzhar, D., Wennekes, P.L., Zinenko, O.I., Korshunov, A.V., Al-Johany, A.M., Peregontsev, E.A., V.Masroor, R., Betto-Colliard, C., Denoël, M., Borkin, L.J., Skorinov, D.V., Pasynkova, R.A., Mazanaeva, L.F., Rosanov, J.M., Dubey, S. and Litvinchuk, S.N","","",,182525327,Bufotes boulengeri,"","","","",1-25,"","","",Molecular Phylogenetics and Evolution,"","",Published,Fifteen shades of green: The evolution of <i>Bufotes</i> toads revisited,journal article,"",141,2019
Assessment,,"",200191612,"Speybroeck, J., Beukema, W., Dufresnes, C., Fritz, U., Jablonski, D., Lymberakis, P., Martínez-Solano, I., Razzetti, E., Vamberger, M., Vences, M., Vörös, J., Crochet, P.-A","","",,182525327,Bufotes boulengeri,"","",2,"",139–189,"","","",Amphibia-Reptilia,"","",Published,Species list of the European herpetofauna – update by the Taxonomic Committee of the Societas Europaea Herpetologica,journal article,"",41,2020
Assessment,,,200191612,"Ben Hassine, J. and Escoriza, D.",,,,182525327,Bufotes boulengeri,,,,,6-18,,,,Herpetological Bulletin,,,Published,Amphibians of Algeria: New data on the occurrence and natural history.,journal article,,142,2017
Assessment,,"",200191612,"Domergue, F","","",,182525327,Bufotes boulengeri,"","","","",404 pp,"","","","Bulletin de la Société Géographie Archéologie d’Oran-Imprimerie L. Fouque, Oran","","",Published,Essai sur la faune Erpétologique de l’Oranie,journal article,"","",1901
Assessment,,,200191612,"El Hamoumi, R. Dakki, M. and Thévenot, M.",,,,182525327,Bufotes boulengeri,,,,,27-34,,,,"Bulletin de l’Institut Scientifique, Rabat, section Sciences de la Vie",,,Published,Etude écologique des larves d’anoures du Maroc,journal article,,29,2007
Assessment,,,200191612,"Nicolas, V., Mataame, A., Crochet, P.A., Geniez, P., Fahd, S. and Ohler, A.M.",,,,182525327,Bufotes boulengeri,,,1,,102-116,,,,Journal of Systematics and Evolutionary Research,,,Published,"Phylogeography and ecological niche modelling unravel the evolutionary history of the African green toad (<i>Bufotes boulengeri boulengeri</i>) (Amphibia: Bufonidae), through the Quaternery",journal article,,56,2018
Assessment,,"",200191612,"García-Cardenete, L., Flores-Stols, M. and Yubero, S.","","",,182525327,Bufotes boulengeri,"","",1,"",76-79,"","","",Boletín de la Asociación Herpetológica Española,"","",Published,Amphibians in Smara?,journal article,"",31,2020
Assessment,,,200191612,"García-Cardenete, L., Pleguezuelos, J.M., Brito, J.C., Jiménez-Cazalla, F., Pérez-García, M.T. and Santos, X.",,,,182525327,Bufotes boulengeri,,,4,,341-349,,,,Environmental Conservation,,,Published,Water cisterns as death traps for amphibians and reptiles in arid environments,journal article,,41,2014
Assessment,,,200191612,"Speybroeck, J., Beikema, W. and Crochet, P-A.",,,,182525327,Bufotes boulengeri,,,1,,1-51,,,,Zootaxa,,,Published,A tentative species list of the European herpetofauna (Amphibia and Reptilia) - an update,journal article,,2492,2010
Assessment,,"",200191612,"Frost, D.R. ","","",,182525327,Bufotes boulengeri,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Assessment,,"",200191612,"Rondinini, C., Battistoni, A. and Teofili, C. (compilatori)","","",,182525327,Bufotes boulengeri,"","","","","",Roma,Comitato Italiano IUCN e Ministero dell'Ambiente e della Sicurezza Energetica,"","","","",Published,Lista Rossa IUCN dei vertebrati italiani 2022,book,"","",2022
Assessment,,"",200191612,IUCN,28 October 2024,"",,182525327,Bufotes boulengeri,"","",28 October 2024,"","","","","","","","","",The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,"",2024
Assessment,,"",200192160,"Baran, I. and Atatür, M.K.","","",,182530066,Bufotes viridis,"","","","","",Ankara,Republic of Turkey Ministry of Environment,"","","","",Published,Turkish Herpetofauna (Amphibians and Reptiles),book,"","",1998
Assessment,,"",200192160,"Sindaco, R., Doria, G., Razzetti, E. and Bernini, F","","",,182530066,Bufotes viridis,"","","","",773,Firenze,Societas Herpetologica Italica - Edizioni Polistampa,"","","","",Published,Atlas of Italian Amphibians and Reptiles\\Atlante Degli Anfibi E Dei Rettili D'Italia,book,"","",2006
Assessment,,"",200192160,"Vogrin, N.","","",,182530066,Bufotes viridis,"","","","",1-2,"","","",FrogLog,"","",Published,The status of amphibians in Slovenia,journal article,"",20,1997
Assessment,,"",200192160,"Kalezic, M. and Dzukic, G.","","",,182530066,Bufotes viridis,"","","","",2-3,"","","",FrogLog,"","",Published,Amphibian status in Serbia and Montenegro (FR Yugoslavia),journal article,"",45,2001
Assessment,,"",200192160,"Arnold, E.N","","",,182530066,Bufotes viridis,"","","","",288,"",Princeton University Press,"","","","",Published,Reptiles and Amphibians of Europe,book,"","",2003
Assessment,,"",200192160,"Noellert, A. and Noellert, C.","","",,182530066,Bufotes viridis,"","","","",382p,Stuttgart,Franckh-Kosmos Verlags-GmbH & Co,"","","","",Published,Die Aphibien Europas,other,"","",1992
Assessment,,,200192160,"Kuzmin, S.L.",,,,182530066,Bufotes viridis,,"amphibians, systematics, distribution, ecology, conservation, USSR",,,,Sofia-Moscow,Pensoft,,,,,,The Amphibians of the Former Soviet Union,Book,,,1999
Assessment,,"",200192160,"Kuzmin, S.L.","","",,182530066,Bufotes viridis,"","amphibians,  conservation, USSR","","",24-30,"","","",Oryx,"","",Published,Threatened amphibians in the former Soviet Union: the current situation and the main threats,journal article,"",30,1996
Assessment,,"",200192160,"Garanin, V.I.","","",,182530066,Bufotes viridis,"","amphibians, systematics, distribution, ecology, conservation, Russia","","",79-132,"","","",Advances in Amphibian Research in the Former Soviet Union,"","",Published,The distribution of amphibians in the Volga-Kama region,journal article,"",5,2000
Assessment,,,200192160,"Bannikov, A.G., Darevsky, I.S., Ishchenko, V.G., Rustamov, A.K. and Szczerbak, N.N.",,,,182530066,Bufotes viridis,,"amphibians,  ecology, systematics, distribution, reviews, USSR",,,,Moscow,Prosvechshenie,,,,,,Opredelitel Zemnovodnykh i Presmykayushchikhsya Fauny SSSR [Guide to Amphibians and Reptiles of the USSR Fauna],Book,,,1977
Assessment,,"",200192160,"Kuzmin, S.L., Dodd Jr , C.K. and Pikulik, M.M.","","",,182530066,Bufotes viridis,"","amphibians,  conservation, CIS","","","",Moscow,Pensoft,"","","","",Published,Amphibian Populations in the Commonwealth of Independent States: Current Status and Declines,edited book,"","",1995
Assessment,,"",200192160,"Mlynarski, M.","","",,182530066,Bufotes viridis,"","","","","",Warszawa,Panstwowe Zaklady Wydawnictw Szkolnych,"","","","",Published,Plazy I Gady Polski,book,"",75,1966
Assessment,,"",200192160,"Fog, K.","","",,182530066,Bufotes viridis,"","","","",1-2,"","","",FrogLog,"","",Published,Amphibian conservation in Denmark,journal article,"",13,1995
Assessment,,"",200192160,"Puky, M.","","",,182530066,Bufotes viridis,"","","","",413-429,"","Center for Transportation and the Environment, North Carolina State University, USA","L.C. Irwin, P. Garrett and K.P. McDermott","Proceedings of the International Conference on Ecology and Transportation, 26-31 August, 2003, Lake Placid, New York, USA","","",Published,Amphibian mitigation measures in Central-Europe,conference proceedings,"","",2003
Assessment,,"",200192160,"Puky, M.","","",,182530066,Bufotes viridis,"","","","",143-158,Sopron,Nyugat-Magyarországi Egyetem Erdõmérnöki Kar,S. Faragó,Gerinces állatfajok védelme (Conservation of vertebrate species),"","",Published,A kétéltûek védelme Magyarországon (Conservation of amphibians in Hungary),book section,"","",2000
Assessment,,,200192160,"Grossenbacher, K.",,,,182530066,Bufotes viridis,,,,,33-34,Bern,"BUWAL (Bundesamt für Umwelt, Wald und Landschaft)",BUWAL,Rote Liste der gefährdeten Tierarten in der Schweiz,,,,Rote Liste der gefährdeten Amphibien der Schweiz,Book Section,,,1994
Assessment,,"",200192160,"Puky, M., Schád, P. and Szövényi, G","","",,182530066,Bufotes viridis,"","","","",pp. 86,Budapest,Varangy Akciócsoport Egyesület,"","","","",Published,Preliminary herpetological atlas of Hungary,book,"","",2003
Assessment,,"",200192160,"Ildos, A.S. and Ancona, N.","","",,182530066,Bufotes viridis,"","",3,"",307-316,"","","",Amphibia-Reptilia,"","",Published,"Analysis of amphibian habitat preferences in a farmland area (Po plain, northern Italy)",journal article,"",15,1994
Assessment,,"",200192160,"Kovács, T.","","",,182530066,Bufotes viridis,"","","","",2,"","","",FrogLog,"","",Published,Monitoring of amphibians and reptiles along the Drava River,journal article,"",52,2002
Assessment,,"",200192160,"Grossenbacher, K.","","",,182530066,Bufotes viridis,"","","","",1-207,"","","",Documenta Faunistica Helvetiae,"","",Published,Verbreitungsatlas der Amphibien der Schweiz,journal article,"",7,1988
Assessment,,"",200192160,"Brändel, M. and Rödel, M.-O.","","",,182530066,Bufotes viridis,"","",1/2,"",19-27,"","","",Herpetozoa,"","",Published,Beiträge zur Kenntnis der iberischen Herpetofauna (Amphibia; Reptilia),journal article,"",7,1994
Assessment,,"",200192160,"Böhme, W. and Wiedl, H.","","",,182530066,Bufotes viridis,"","","","",31-52,"","","",Zoology in the Middle East,"","",Published,"Status and zoogeography of the herpetofauna of Cyprus, with taxonomic and natural history notes on selected species (genera <i>Rana, Coluber, Natrix, Vipera</i>)",journal article,"",10,1994
Assessment,,"",200192160,"Puky, M.","","",,182530066,Bufotes viridis,"","","","",75-81,"","","","Opuscula Zoologica, Budapest","","",Published,Herpetological methods: I. On the use of the road transect method in surveying amphibians with examples from different zoogeographical regions of Hungary,journal article,"",33,2001
Assessment,,"",200192160,"Puky, M. and Vogel, Z.","","",,182530066,Bufotes viridis,"","","","","","",Infra Eco network Europe (IENE) Project Report,"","","","",Published,Amphibian road kill survey in Balaton - Uplands National Park and recommendations to mitigation measures,report,"","",2000
Assessment,,"",200192160,"Pisanets, E.M.","","",,182530066,Bufotes viridis,"","","","",41-50,"","","",Herpetological Researches,"","",Published,"The new dates of karyology <i>Bufo viridis</i>-complex (Amphibia, Bufonidae) and the questions of origin of Asiatic tetraploid toads",journal article,"",1,1991
Assessment,,"",200192160,"Borkin, L.J., Rosanov, J.M. and Litvinchuk, S.N.","","",,182530066,Bufotes viridis,"","",3,"",171-180,"","","",Russian Journal of Herpetology,"","",Published,Nuclear DNA content in some green toads (<i>Bufo viridis</i> complex) of Turkey and Iran,journal article,"",7,2000
Assessment,,"",200192160,"Hoffman, J. and Katz, U.","","",,182530066,Bufotes viridis,"","","","",591-603,"","","",Journal of Zoology,"","",Published,Urea production and accumulation in the green toad <i>Bufo viridis</i>,journal article,"",233,1994
Assessment,,"",200192160,"Grossenbacher, K.","","",,182530066,Bufotes viridis,"","","","",147-152,"","","",Mertensiella,"","",Published,Die Wechselkröte (<i>Bufo viridis</i>) in der Schweiz: historische und aktuell Situation,journal article,"",14,2003
Assessment,,"",200192160,"Rich, I.","","",,182530066,Bufotes viridis,"","",3-4,"",118-119,"","","",Memoranda Societatis pro Fauna et Flora Fennica,"","",Published,"A field study of marked populations of the green toad, <i>Bufo viridis</i>",journal article,"",71,1995
Assessment,,"",200192160,"Puky, M.","","",,182530066,Bufotes viridis,"","","","",113-128,"","","","Opuscula Zoologica, Budapest.","","",Published,"A comprehensive three-year herpetological survey in the Gemenc Region of the Danube - Dráva National Park, Hungary",journal article,"",XXXII,2000
Assessment,,"",200192160,"Pisanets, E.M.","","",,182530066,Bufotes viridis,"","Bufo viridis complex, systematics, variability, USSR","","","",Kiev,PhD. Dissertation,"","","","",Published,Sistematika i Geograficheskaya Izmenchivost Zhab Fauny SSSR [Systematics and Geographical Variability of the Toads of USSR Fauna],thesis,"","",1978
